iter	Passed	Remaining
288	994	2446
289	997	2441
290	999	2436
291	1003	2433
292	1006	2429
293	1009	2423
294	1011	2418
295	1014	2413
296	1017	2408
297	1020	2403
298	1022	2398
299	1025	2392
300	1028	2387
301	1031	2383
302	1033	2376
303	1035	2370
304	1037	2365
305	1040	2358
306	1042	2352
307	1044	2346
308	1046	2340
309	1048	2333
310	1050	2327
311	1052	2321
312	1054	2315
313	1056	2308
314	1058	2302
315	1061	2296
316	1063	2291
317	1065	2284
318	1067	2278
319	1069	2272
320	1071	2266
321	1073	2261
322	1076	2255
323	1078	2249
324	1080	2244
325	1083	2240
326	1086	2235
327	1088	2229
328	1090	2224
329	1092	2218
330	1095	2213
331	1097	2207
332	1099	2202
333	1101	2196
334	1103	2191
335	1106	2185
336	1108	2179
337	1110	2174
338	1112	2168
339	1114	2162
340	1116	2157
341	1118	2151
342	1120	2146
343	1122	2140
344	1124	2134
345	1126	2128
346	1128	2123
347	1130	2117
348	1132	2112
349	1134	2107
350	1137	2102
351	1139	2097
352	1141	2091
353	1143	2086
354	1145	2080
355	1147	2075
356	1149	2070
357	1151	2065
358	1153	2060
359	1156	2055
360	1158	2050
361	1160	2044
362	1162	2040
363	1165	2035
364	1167	2031
365	1170	2027
366	1173	2023
367	1176	2019
368	1179	2016
369	1181	2011
370	1183	2006
371	1186	2002
372	1188	1997
373	1191	1993
374	1193	1989
375	1195	1984
376	1197	1978
377	1199	1973
378	1201	1968
379	1202	1962
380	1204	1957
381	1206	1951
382	1208	1946
383	1209	1940
384	1211	1934
385	1212	1929
386	1214	1923
387	1215	1917
388	1217	1912
389	1219	1906
390	1220	1901
391	1222	1896
392	1224	1890
393	1225	1885
394	1227	1879
395	1228	1874
396	1230	1869
397	1232	1863
398	1233	1858
399	1235	1853
400	1236	1847
401	1238	1842
402	1240	1837
403	1241	1831
404	1243	1826
405	1244	1821
406	1246	1816
407	1247	1810
408	1249	1805
409	1251	1800
410	1252	1795
411	1254	1790
412	1255	1785
413	1257	1780
414	1259	1775
415	1260	1770
416	1262	1765
417	1264	1760
418	1265	1755
419	1267	1750
420	1269	1745
421	1270	1740
422	1272	1735
423	1274	1731
424	1276	1726
425	1277	1721
426	1279	1716
427	1281	1712
428	1282	1707
429	1284	1702
430	1285	1697
431	1287	1692
432	1289	1687
433	1290	1683
434	1292	1678
435	1294	1673
436	1295	1669
437	1297	1664
438	1298	1659
439	1300	1655
440	1302	1650
441	1304	1646
442	1306	1642
443	1308	1638
444	1310	1634
445	1312	1629
446	1313	1625
447	1315	1621
448	1317	1616
449	1319	1612
450	1321	1608
451	1322	1603
452	1324	1599
453	1325	1594
454	1327	1590
455	1329	1585
456	1331	1581
457	1332	1577
458	1334	1573
459	1336	1568
460	1338	1564
461	1339	1560
462	1341	1556
463	1343	1552
464	1345	1548
465	1347	1543
466	1348	1539
467	1350	1535
468	1352	1530
469	1353	1526
470	1355	1522
471	1357	1518
472	1358	1513
473	1360	1509
474	1361	1505
475	1363	1500
476	1365	1497
477	1367	1493
478	1368	1488
479	1370	1484
480	1372	1480
481	1373	1476
482	1375	1471
483	1376	1467
484	1378	1463
485	1380	1459
486	1381	1455
487	1383	1451
488	1384	1447
489	1386	1443
490	1388	1438
491	1389	1434
492	1391	1430
493	1392	1426
494	1394	1422
495	1395	1418
496	1397	1414
497	1399	1410
498	1400	1406
499	1402	1402
500	1403	1398
501	1405	1394
502	1406	1390
503	1408	1386
504	1409	1382
505	1411	1378
506	1413	1374
507	1414	1370
508	1416	1366
509	1418	1362
510	1419	1358
511	1421	1354
512	1422	1350
513	1424	1346
514	1426	1343
515	1427	1339
516	1429	1335
517	1430	1331
518	1432	1327
519	1433	1323
520	1435	1319
521	1437	1315
522	1438	1312
523	1440	1308
524	1442	1304
525	1443	1300
526	1445	1297
527	1446	1293
528	1448	1289
529	1449	1285
530	1451	1282
531	1453	1278
532	1454	1274
533	1456	1270
534	1457	1267
535	1459	1263
536	1461	1259
537	1462	1256
538	1464	1252
539	1465	1248
540	1467	1245
541	1469	1241
542	1470	1237
543	1472	1234
544	1473	1230
545	1475	1226
546	1476	1223
547	1478	1219
548	1480	1215
549	1481	1212
550	1483	1208
551	1484	1205
552	1486	1201
553	1488	1197
554	1489	1194
555	1491	1190
556	1492	1187
557	1494	1183
558	1496	1180
559	1498	1177
560	1500	1174
561	1502	1170
562	1503	1167
563	1505	1163
564	1507	1160
565	1508	1156
566	1510	1153
567	1511	1149
568	1513	1146
569	1515	1143
570	1517	1140
571	1519	1136
572	1521	1133
573	1522	1130
574	1524	1126
575	1525	1123
576	1527	1119
577	1529	1116
578	1530	1113
579	1532	1109
580	1533	1106
581	1535	1102
582	1537	1099
583	1538	1096
584	1540	1092
585	1541	1089
586	1543	1085
587	1545	1082
588	1546	1079
589	1548	1075
590	1549	1072
591	1551	1069
592	1553	1065
593	1554	1062
594	1556	1059
595	1558	1056
596	1560	1053
597	1561	1049
598	1563	1046
599	1564	1043
600	1566	1040
601	1568	1036
602	1569	1033
603	1571	1030
604	1573	1027
605	1574	1023
606	1576	1020
607	1577	1017
608	1579	1014
609	1580	1010
610	1582	1007
611	1584	1004
612	1585	1001
613	1587	997
614	1588	994
615	1590	991
616	1592	988
617	1593	985
618	1595	981
619	1596	978
620	1598	975
621	1599	972
622	1601	969
623	1603	965
624	1604	962
625	1606	959
626	1608	956
627	1609	953
628	1611	950
629	1613	947
630	1615	944
631	1616	941
632	1618	938
633	1619	935
634	1621	931
635	1622	928
636	1624	925
637	1626	922
638	1627	919
639	1629	916
640	1630	913
641	1632	910
642	1633	907
643	1635	904
644	1637	901
645	1638	898
646	1640	894
647	1641	891
648	1643	888
649	1645	885
650	1646	882
651	1648	879
652	1649	876
653	1651	873
654	1653	870
655	1654	867
656	1656	864
657	1657	861
658	1659	858
659	1660	855
660	1663	852
661	1664	850
662	1666	847
663	1668	844
664	1669	841
665	1671	838
666	1673	835
667	1675	832
668	1677	829
669	1678	826
670	1680	823
671	1682	821
672	1683	818
673	1685	815
674	1686	812
675	1688	809
676	1689	806
677	1691	803
678	1693	800
679	1695	797
680	1696	794
681	1698	791
682	1699	788
683	1701	785
684	1702	783
685	1704	780
686	1706	777
687	1707	774
688	1709	771
689	1710	768
690	1712	765
691	1713	762
692	1715	759
693	1717	757
694	1718	754
695	1720	751
696	1721	748
697	1723	745
698	1725	742
699	1726	739
700	1728	737
701	1729	734
702	1731	731
703	1732	728
704	1734	725
705	1736	723
706	1737	720
707	1739	717
708	1741	714
709	1742	711
710	1744	709
711	1745	706
712	1747	703
713	1748	700
714	1750	697
715	1751	694
716	1753	692
717	1755	689
718	1756	686
719	1758	683
720	1759	680
721	1761	678
722	1762	675
723	1764	672
724	1766	669
725	1767	667
726	1769	664
727	1770	661
728	1772	658
729	1774	656
730	1775	653
731	1777	650
732	1778	647
733	1780	645
734	1782	642
735	1783	639
736	1785	637
737	1786	634
738	1788	631
739	1789	628
740	1791	626
741	1793	623
742	1794	620
743	1796	618
744	1797	615
745	1799	612
746	1800	609
747	1802	607
748	1803	604
749	1805	601
750	1806	599
751	1808	596
752	1809	593
753	1811	590
754	1812	588
755	1813	585
756	1815	582
757	1816	580
758	1818	577
759	1819	574
760	1821	571
761	1822	569
762	1824	566
763	1825	563
764	1827	561
765	1829	558
766	1831	556
767	1832	553
768	1834	550
769	1835	548
770	1837	545
771	1838	543
772	1840	540
773	1841	537
774	1843	535
775	1844	532
776	1846	529
777	1848	527
778	1849	524
779	1851	522
780	1853	519
781	1854	517
782	1856	514
783	1857	511
784	1859	509
785	1860	506
786	1862	504
787	1863	501
788	1865	498
789	1866	496
790	1868	493
791	1870	491
792	1871	488
793	1873	486
794	1874	483
795	1876	480
796	1877	478
797	1879	475
798	1880	473
799	1882	470
800	1883	468
801	1885	465
802	1887	462
803	1888	460
804	1890	457
805	1891	455
806	1893	452
807	1894	450
808	1896	447
809	1897	445
810	1899	442
811	1901	440
812	1902	437
813	1904	435
814	1905	432
815	1907	430
816	1908	427
817	1910	424
818	1911	422
819	1913	419
820	1914	417
821	1916	414
822	1917	412
823	1919	409
824	1920	407
825	1922	404
826	1923	402
827	1925	399
828	1926	397
829	1928	394
830	1929	392
831	1931	389
832	1932	387
833	1934	385
834	1935	382
835	1937	380
836	1938	377
837	1940	375
838	1941	372
839	1943	370
840	1944	367
841	1946	365
842	1947	362
843	1949	360
844	1950	357
845	1952	355
846	1953	352
847	1955	350
848	1956	348
849	1958	345
850	1959	343
851	1961	340
852	1962	338
853	1964	335
854	1965	333
855	1967	330
856	1968	328
857	1970	326
858	1971	323
859	1973	321
860	1974	318
861	1976	316
862	1977	313
863	1979	311
864	1980	309
865	1982	306
866	1983	304
867	1985	301
868	1986	299
869	1988	297
870	1989	294
871	1991	292
872	1992	289
873	1994	287
874	1996	285
875	1997	282
876	1999	280
877	2000	278
878	2002	275
879	2004	273
880	2005	270
881	2007	268
882	2009	266
883	2010	263
884	2012	261
885	2013	259
886	2015	256
887	2017	254
888	2018	252
889	2020	249
890	2021	247
891	2023	244
892	2024	242
893	2026	240
894	2027	237
895	2029	235
896	2030	233
897	2032	230
898	2034	228
899	2035	226
900	2037	223
901	2038	221
902	2040	219
903	2041	216
904	2043	214
905	2044	212
906	2046	209
907	2047	207
908	2049	205
909	2050	202
910	2052	200
911	2053	198
912	2055	195
913	2056	193
914	2058	191
915	2059	188
916	2061	186
917	2062	184
918	2064	181
919	2065	179
920	2067	177
921	2068	175
922	2070	172
923	2072	170
924	2073	168
925	2075	165
926	2076	163
927	2078	161
928	2079	158
929	2081	156
930	2082	154
931	2084	152
932	2085	149
933	2087	147
934	2088	145
935	2090	142
936	2091	140
937	2093	138
938	2094	136
939	2096	133
940	2097	131
941	2099	129
942	2100	126
943	2102	124
944	2103	122
945	2105	120
946	2107	117
947	2108	115
948	2110	113
949	2111	111
950	2113	108
951	2114	106
952	2116	104
953	2117	102
954	2119	99
955	2120	97
956	2122	95
957	2123	93
958	2125	90
959	2126	88
960	2128	86
961	2129	84
962	2131	81
963	2132	79
964	2134	77
965	2135	75
966	2137	72
967	2138	70
968	2140	68
969	2141	66
970	2143	64
971	2144	61
972	2146	59
973	2147	57
974	2149	55
975	2150	52
976	2152	50
977	2153	48
978	2155	46
979	2156	44
980	2158	41
981	2159	39
982	2161	37
983	2163	35
984	2165	32
985	2166	30
986	2168	28
987	2170	26
988	2171	24
989	2173	21
990	2174	19
991	2176	17
992	2177	15
993	2179	13
994	2181	10
995	2183	8
996	2184	6
997	2186	4
998	2187	2
999	2189	0
